基站ID,省份代码,省,地市代码,地市,严重卡顿局数占比,总局数,日卡顿用户数,卡顿集中时段,数据报表日期
460_01_33232_124457760,81,四川,028,眉山,0.0,11,0,16,20180221
460_01_33246_125238561,81,四川,0825,遂宁,0.0,27,0,09,20180221
460_01_33275_123105841,81,四川,0813,自贡,0.0,10,0,12,20180221
460_01_33124_223026739,81,四川,0831,宜宾,0.0,7,0,10,20180221
460_01_33141_223142450,81,四川,0818,达州,0.0,23,0,17,20180221
460_01_33169_246485555,81,四川,0830,泸州,0.0,10,0,18,20180221
460_01_33202_123418931,81,四川,0832,内江,0.0,29,0,13,20180221
460_01_33229_124653345,81,四川,028,眉山,0.0,25,0,11,20180221
460_01_33237_124920351,81,四川,0826,广安,0.0,6,0,11,20180221
460_01_33252_223948321,81,四川,0834,凉山彝族自治州,0.0,9,0,18,20180221
460_01_33031_118094852,81,四川,028,成都,0.0227,44,1,17,20180221
460_01_33042_118136351,81,四川,028,成都,0.0,19,0,23,20180221
460_01_33123_120614449,81,四川,0831,宜宾,0.0,20,0,23,20180221
460_01_33140_121235507,81,四川,0818,达州,0.0526,38,2,19,20180221
460_01_33169_122196018,81,四川,0830,泸州,0.0404,99,4,23,20180221
460_01_33221_124214559,81,四川,0827,巴中,0.0,20,0,09,20180221
460_01_33231_124637728,81,四川,028,眉山,0.0,22,0,15,20180221
460_01_33251_224019999,81,四川,0834,凉山彝族自治州,0.0,15,0,15,20180221
460_01_33213_223396129,81,四川,0839,广元,0.0714,14,1,16,20180221
460_01_33165_121956658,81,四川,0830,泸州,0.0,18,0,23,20180221
460_01_33031_244412704,81,四川,028,成都,0.0,12,0,22,20180221
460_01_33208_123827489,81,四川,0839,广元,0.0,16,0,22,20180221
460_01_33208_123782943,81,四川,0839,广元,0.0,6,0,23,20180221
460_01_33092_119626784,81,四川,0817,南充,0.0,16,0,22,20180221
460_01_33095_119803423,81,四川,0817,南充,0.0,13,0,23,20180221
460_01_33150_86957058,81,四川,0818,达州,0.0,18,0,13,20180221
460_01_33154_121546527,81,四川,0833,乐山,0.0,9,0,23,20180221
460_01_33187_122776609,81,四川,028,资阳,0.0,17,0,12,20180221
460_01_33191_122925601,81,四川,028,成都,0.0263,38,1,10,20180221
460_01_33239_124973087,81,四川,0835,雅安,0.0,15,0,01,20180221
460_01_33092_87554336,81,四川,0817,南充,0.0,29,0,11,20180221
460_01_33113_120178976,81,四川,0816,绵阳,0.0286,35,1,22,20180221
460_01_33177_122386208,81,四川,0838,德阳,0.0,7,0,22,20180221
460_01_33190_223348001,81,四川,028,资阳,0.0,5,0,17,20180221
460_01_33238_223622945,81,四川,0826,广安,0.0,11,0,13,20180221
460_01_33062_117736992,81,四川,028,成都,0.1667,6,1,20,20180221
460_01_33091_119877153,81,四川,0817,南充,0.0,18,0,23,20180221
460_01_33099_119725599,81,四川,0817,南充,0.0,181,0,19,20180221
460_01_33140_86965761,81,四川,0818,达州,0.0,26,0,15,20180221
460_01_33146_121361696,81,四川,0818,达州,0.119,84,5,09,20180221
460_01_33153_121640225,81,四川,0833,乐山,0.0,14,0,10,20180221
460_01_33191_122949920,81,四川,028,成都,0.0,8,0,15,20180221
460_01_33088_119584799,81,四川,0817,南充,0.0,36,0,18,20180221
460_01_33176_122432548,81,四川,0838,德阳,0.0963,135,10,10,20180221
460_01_33190_122958879,81,四川,028,资阳,0.0,7,0,11,20180221
460_01_33027_118791201,81,四川,028,成都,0.1429,7,1,16,20180221
460_01_33044_118088225,81,四川,028,成都,0.0,27,0,11,20180221
460_01_33031_244497185,81,四川,028,成都,0.0,6,0,02,20180221
460_01_33042_118017312,81,四川,028,成都,0.0,10,0,11,20180221
460_01_33047_118058783,81,四川,028,成都,0.0,10,0,23,20180221
460_01_33049_119066655,81,四川,028,成都,0.0,11,0,20,20180221
460_01_33147_121340209,81,四川,0818,达州,0.0256,39,1,16,20180221
460_01_33147_121457458,81,四川,0818,达州,0.2,30,4,10,20180221
460_01_33034_117526815,81,四川,028,成都,0.0,7,0,13,20180221
460_01_33109_120277793,81,四川,0816,绵阳,0.0,5,0,22,20180221
460_01_33141_121128241,81,四川,0818,达州,0.0,15,0,16,20180221
460_01_33147_121409056,81,四川,0818,达州,0.0556,18,1,19,20180221
460_01_33149_121134386,81,四川,0818,达州,0.0,16,0,14,20180221
460_01_33215_124162079,81,四川,0812,攀枝花,0.0,7,0,10,20180221
460_01_33221_223534624,81,四川,0827,巴中,0.0345,58,2,00,20180221
460_01_33251_125477407,81,四川,0834,凉山彝族自治州,0.0,11,0,16,20180221
460_01_33251_224009247,81,四川,0834,凉山彝族自治州,0.0,65,0,19,20180221
460_01_33045_245541637,81,四川,028,成都,0.0294,34,1,18,20180221
460_01_33092_87571999,81,四川,0817,南充,0.0,22,0,22,20180221
460_01_33110_120517407,81,四川,0816,绵阳,0.0,25,0,11,20180221
460_01_33116_120447519,81,四川,0816,绵阳,0.0,5,0,16,20180221
460_01_33158_121770528,81,四川,0833,乐山,0.0313,32,1,16,20180221
460_01_33186_242148383,81,四川,028,资阳,0.0,19,0,20,20180221
460_01_33197_123248689,81,四川,0813,自贡,0.0,7,0,15,20180221
460_01_33211_123889695,81,四川,0839,广元,0.0,10,0,15,20180221
460_01_33236_124899873,81,四川,0826,广安,0.0556,18,1,14,20180221
460_01_33238_124859424,81,四川,0826,广安,0.0638,47,3,12,20180221
460_01_33240_223784223,81,四川,0835,雅安,0.0,17,0,20,20180221
460_01_33092_119637279,81,四川,0817,南充,0.0108,93,1,00,20180221
460_01_33109_120278560,81,四川,0816,绵阳,0.0,11,0,13,20180221
460_01_33141_121464114,81,四川,0818,达州,0.0,26,0,10,20180221
460_01_33150_121208863,81,四川,0818,达州,0.0,21,0,11,20180221
460_01_33221_124321056,81,四川,0827,巴中,0.0,11,0,17,20180221
460_01_33228_124573984,81,四川,028,眉山,0.0,9,0,20,20180221
460_01_33232_124529696,81,四川,028,眉山,0.0,23,0,19,20180221
460_01_33035_117603104,81,四川,028,成都,0.0,10,0,20,20180221
460_01_33042_245637891,81,四川,028,成都,0.0,5,0,20,20180221
460_01_33048_118104097,81,四川,028,成都,0.0,13,0,01,20180221
460_01_33053_117996063,81,四川,028,成都,0.0,7,0,04,20180221
460_01_33092_119619616,81,四川,0817,南充,0.025,40,1,10,20180221
460_01_33107_120305183,81,四川,0816,绵阳,0.0,18,0,16,20180221
460_01_33124_120695858,81,四川,0831,宜宾,0.0385,26,1,16,20180221
460_01_33150_223101984,81,四川,0818,达州,0.0074,135,1,15,20180221
460_01_33182_122582817,81,四川,0838,德阳,0.0,5,0,13,20180221
460_01_33230_124520228,81,四川,028,眉山,0.1429,7,1,15,20180221
460_01_33246_89125663,81,四川,0825,遂宁,0.0,15,0,11,20180221
460_01_33250_125426720,81,四川,0834,凉山彝族自治州,0.0,14,0,18,20180221
460_01_33273_123061811,81,四川,0813,自贡,0.0,25,0,02,20180221
460_01_45733_223528480,81,四川,0827,巴中,0.2,5,1,23,20180221
460_01_45685_122106674,81,四川,0830,泸州,0.0,5,0,17,20180221
460_01_45686_122156081,81,四川,0830,泸州,0.0,23,0,00,20180221
460_01_45716_123535153,81,四川,0832,内江,0.0,9,0,00,20180221
460_01_45686_122216498,81,四川,0830,泸州,0.0545,55,3,03,20180221
460_01_45717_123556915,81,四川,0832,内江,0.0,5,0,14,20180221
460_01_33227_124581151,81,四川,028,眉山,0.0,6,0,14,20180221
460_01_33043_118449184,81,四川,028,成都,0.0,10,0,22,20180221
460_01_33239_125072159,81,四川,0835,雅安,0.0,12,0,13,20180221
460_01_33249_125340452,81,四川,0825,遂宁,0.0,59,0,13,20180221
460_01_33187_122772767,81,四川,028,资阳,0.0,53,0,00,20180221
460_01_33089_119905567,81,四川,0817,南充,0.0,18,0,23,20180221
460_01_33116_84747426,81,四川,0816,绵阳,0.0,35,0,15,20180221
460_01_33128_121065011,81,四川,0831,宜宾,0.0333,30,1,10,20180221
460_01_33153_121645092,81,四川,0833,乐山,0.0,7,0,19,20180221
460_01_45685_122086450,81,四川,0830,泸州,0.0,7,0,23,20180221
460_01_33228_124525343,81,四川,028,眉山,0.4,5,1,16,20180221
460_01_33247_125210913,81,四川,0825,遂宁,0.2222,9,1,09,20180221
460_01_45715_123623475,81,四川,0832,内江,0.0833,12,1,00,20180221
460_01_33177_223275779,81,四川,0838,德阳,0.2857,7,1,15,20180221
460_01_33207_123754783,81,四川,0839,广元,0.0,6,0,17,20180221
460_01_33252_125491745,81,四川,0834,凉山彝族自治州,0.0,11,0,21,20180221
460_01_33035_117447456,81,四川,028,成都,0.0,5,0,01,20180221
460_01_33047_118945312,81,四川,028,成都,0.0,6,0,22,20180221
460_01_33035_117647906,81,四川,028,成都,0.0,11,0,21,20180221
460_01_33043_119041567,81,四川,028,成都,0.0,5,0,19,20180221
460_01_33090_120013344,81,四川,0817,南充,0.0,92,0,11,20180221
460_01_33116_120438817,81,四川,0816,绵阳,0.0,11,0,13,20180221
460_01_33187_122800928,81,四川,028,资阳,0.0,138,0,16,20180221
460_01_33189_242149664,81,四川,028,资阳,0.0,5,0,15,20180221
460_01_33229_124627233,81,四川,028,眉山,0.0,7,0,16,20180221
460_01_33234_124881696,81,四川,0826,广安,0.0714,14,1,21,20180221
460_01_33245_125242401,81,四川,0825,遂宁,0.0,12,0,16,20180221
460_01_33277_123277363,81,四川,0813,自贡,0.0588,17,1,13,20180221
460_01_33053_222337826,81,四川,028,成都,0.0,7,0,17,20180221
460_01_33221_124377376,81,四川,0827,巴中,0.0,26,0,21,20180221
460_01_33227_124583201,81,四川,028,眉山,0.0,16,0,14,20180221
460_01_45731_124104479,81,四川,0812,攀枝花,0.0,29,0,12,20180221
460_01_33036_117701407,81,四川,028,成都,0.0,7,0,20,20180221
460_01_33037_117792289,81,四川,028,成都,0.0,6,0,19,20180221
460_01_33091_119866400,81,四川,0817,南充,0.0,29,0,16,20180221
460_01_33108_84825505,81,四川,0816,绵阳,0.0714,14,1,19,20180221
460_01_33140_121365537,81,四川,0818,达州,0.0833,48,3,21,20180221
460_01_33140_223109663,81,四川,0818,达州,0.4545,11,1,18,20180221
460_01_33146_121206560,81,四川,0818,达州,0.0,21,0,18,20180221
460_01_33149_223056434,81,四川,0818,达州,0.0,10,0,14,20180221
460_01_33245_125213471,81,四川,0825,遂宁,0.0,5,0,13,20180221
460_01_33241_223747616,81,四川,0835,雅安,0.0,11,0,19,20180221
460_01_33250_223957792,81,四川,0834,凉山彝族自治州,0.0588,17,1,00,20180221
460_01_33043_245648643,81,四川,028,成都,0.0,12,0,21,20180221
460_01_33076_118366495,81,四川,028,成都,0.0,6,0,12,20180221
460_01_33151_121550879,81,四川,0833,乐山,0.0,5,0,02,20180221
460_01_33200_123532849,81,四川,0832,内江,0.0,13,0,08,20180221
460_01_33213_223398175,81,四川,0839,广元,0.0,7,0,17,20180221
460_01_33222_124251425,81,四川,0827,巴中,0.0,14,0,16,20180221
460_01_33038_117951265,81,四川,028,成都,0.0,6,0,14,20180221
460_01_33040_117975327,81,四川,028,成都,0.0,16,0,22,20180221
460_01_33091_119857955,81,四川,0817,南充,0.0,9,0,12,20180221
460_01_33234_124770084,81,四川,0826,广安,0.1538,26,4,22,20180221
460_01_33234_124831009,81,四川,0826,广安,0.0,40,0,14,20180221
460_01_33252_125597215,81,四川,0834,凉山彝族自治州,0.0333,30,1,14,20180221
460_01_33273_123040818,81,四川,0813,自贡,0.0,35,0,20,20180221
460_01_33031_117541408,81,四川,028,成都,0.0,10,0,22,20180221
460_01_33048_118553377,81,四川,028,成都,0.0,12,0,21,20180221
460_01_33169_246490162,81,四川,0830,泸州,0.0,11,0,11,20180221
460_01_33180_122672928,81,四川,0838,德阳,0.0,7,0,14,20180221
460_01_33189_122967072,81,四川,028,资阳,0.0,35,0,13,20180221
460_01_33208_123786783,81,四川,0839,广元,0.0,14,0,14,20180221
460_01_33227_223594015,81,四川,028,眉山,0.0,10,0,16,20180221
460_01_33275_123194929,81,四川,0813,自贡,0.0,17,0,18,20180221
460_01_45758_125304864,81,四川,0825,遂宁,0.0,8,0,20,20180221
460_01_45789_125822239,81,四川,0837,阿坝藏族羌族自治州,0.0,6,0,16,20180221
460_01_33251_223959839,81,四川,0834,凉山彝族自治州,0.0,41,0,10,20180221
460_01_33147_121333297,81,四川,0818,达州,0.0,12,0,19,20180221
460_01_33187_122750240,81,四川,028,资阳,0.0526,19,1,21,20180221
460_01_33189_122963231,81,四川,028,资阳,0.0,26,0,12,20180221
460_01_33044_118087682,81,四川,028,成都,0.0,25,0,22,20180221
460_01_33239_124955424,81,四川,0835,雅安,0.0,15,0,23,20180221
460_01_33092_88060193,81,四川,0817,南充,0.0,15,0,09,20180221
460_01_33123_120619057,81,四川,0831,宜宾,0.0,10,0,20,20180221
460_01_33128_120889139,81,四川,0831,宜宾,0.12,25,1,20,20180221
460_01_33233_223718176,81,四川,0826,广安,0.0667,15,1,15,20180221
460_01_33238_223632672,81,四川,0826,广安,0.0,36,0,20,20180221
460_01_33251_223938848,81,四川,0834,凉山彝族自治州,0.0,29,0,23,20180221
460_01_33089_222826783,81,四川,0817,南充,0.0172,58,1,16,20180221
460_01_33092_119618848,81,四川,0817,南充,0.0,77,0,10,20180221
460_01_33127_93331075,81,四川,0831,宜宾,0.0,10,0,17,20180221
460_01_33130_120823346,81,四川,0831,宜宾,0.0,12,0,20,20180221
460_01_33149_223162930,81,四川,0818,达州,0.0,8,0,13,20180221
460_01_33161_121671967,81,四川,0833,乐山,0.0,11,0,15,20180221
460_01_33187_122784289,81,四川,028,资阳,0.0,38,0,23,20180221
460_01_33222_124285217,81,四川,0827,巴中,0.0,12,0,11,20180221
460_01_33222_124352032,81,四川,0827,巴中,0.0,17,0,10,20180221
460_01_33037_117913120,81,四川,028,成都,0.0,31,0,18,20180221
460_01_33189_223350304,81,四川,028,资阳,0.1053,19,2,18,20180221
460_01_33200_123378995,81,四川,0832,内江,0.0,5,0,18,20180221
460_01_33220_124265760,81,四川,0827,巴中,0.0,57,0,14,20180221
460_01_33232_124513056,81,四川,028,眉山,0.0,5,0,17,20180221
460_01_33248_125196577,81,四川,0825,遂宁,0.0,22,0,12,20180221
460_01_33277_123234867,81,四川,0813,自贡,0.0,24,0,20,20180221
460_01_33129_120782897,81,四川,0831,宜宾,0.0,8,0,18,20180221
460_01_33131_120811057,81,四川,0831,宜宾,0.0,8,0,13,20180221
460_01_33140_121242656,81,四川,0818,达州,0.0,15,0,23,20180221
460_01_33146_121470770,81,四川,0818,达州,0.0526,19,1,13,20180221
460_01_33211_123673888,81,四川,0839,广元,0.0,12,0,21,20180221
460_01_33246_125185569,81,四川,0825,遂宁,0.0,15,0,19,20180221
460_01_33247_125256479,81,四川,0825,遂宁,0.0,27,0,23,20180221
460_01_45717_123557937,81,四川,0832,内江,0.0714,14,1,13,20180221
460_01_33167_121989169,81,四川,0830,泸州,0.125,8,1,16,20180221
460_01_33189_122863905,81,四川,028,资阳,0.1667,6,1,15,20180221
460_01_33201_92773683,81,四川,0832,内江,0.0,5,0,15,20180221
460_01_33209_123769376,81,四川,0839,广元,0.0,20,0,22,20180221
460_01_33247_223903775,81,四川,0825,遂宁,0.0,38,0,10,20180221
460_01_33275_123152434,81,四川,0813,自贡,0.0,19,0,11,20180221
460_01_33048_118553375,81,四川,028,成都,0.0,16,0,14,20180221
460_01_45757_125369376,81,四川,0825,遂宁,0.044,91,4,21,20180221
460_01_33124_120771122,81,四川,0831,宜宾,0.0,43,0,21,20180221
460_01_33178_223301663,81,四川,0838,德阳,0.0,5,0,13,20180221
460_01_33041_118635807,81,四川,028,成都,0.0,6,0,23,20180221
460_01_33095_119731745,81,四川,0817,南充,0.0,11,0,21,20180221
460_01_33109_120268833,81,四川,0816,绵阳,0.0,5,0,21,20180221
460_01_33115_120436769,81,四川,0816,绵阳,0.0,9,0,15,20180221
460_01_33149_121125426,81,四川,0818,达州,0.0,6,0,17,20180221
460_01_33201_123447601,81,四川,0832,内江,0.0,11,0,20,20180221
460_01_33089_119906335,81,四川,0817,南充,0.0,9,0,15,20180221
460_01_33090_119702816,81,四川,0817,南充,0.0,25,0,11,20180221
460_01_33099_119759135,81,四川,0817,南充,0.0,33,0,09,20180221
460_01_33105_120333089,81,四川,0816,绵阳,0.0,18,0,23,20180221
460_01_33129_120781875,81,四川,0831,宜宾,0.0909,11,1,19,20180221
460_01_33275_241190451,81,四川,0813,自贡,0.0,26,0,21,20180221
460_01_33277_123211314,81,四川,0813,自贡,0.0,21,0,13,20180221
460_01_45686_122154291,81,四川,0830,泸州,0.0,19,0,14,20180221
460_01_45733_223528479,81,四川,0827,巴中,0.0,9,0,22,20180221
460_01_45784_125674015,81,四川,0836,甘孜藏族自治州,0.0,38,0,09,20180221
460_01_33147_223109407,81,四川,0818,达州,0.0,20,0,13,20180221
460_01_33158_121707551,81,四川,0833,乐山,0.0,29,0,12,20180221
460_01_33177_223307777,81,四川,0838,德阳,0.1429,7,1,17,20180221
460_01_33191_223335711,81,四川,028,成都,0.0,7,0,14,20180221
460_01_33240_124977441,81,四川,0835,雅安,0.0,17,0,19,20180221
460_01_33252_125468449,81,四川,0834,凉山彝族自治州,0.0,21,0,23,20180221
460_01_33154_121565729,81,四川,0833,乐山,0.2,5,1,16,20180221
460_01_45788_125654560,81,四川,0836,甘孜藏族自治州,0.0667,15,1,16,20180221
460_01_33189_122896415,81,四川,028,资阳,0.0625,32,2,16,20180221
460_01_33192_122773791,81,四川,028,成都,0.0,18,0,22,20180221
460_01_33088_119583519,81,四川,0817,南充,0.0,6,0,15,20180221
460_01_33095_119792672,81,四川,0817,南充,0.0,34,0,13,20180221
460_01_33027_118325535,81,四川,028,成都,0.0,6,0,03,20180221
460_01_33028_118319904,81,四川,028,成都,0.0,32,0,21,20180221
460_01_33030_119478815,81,四川,028,成都,0.0,21,0,20,20180221
460_01_33108_120151583,81,四川,0816,绵阳,0.0,14,0,10,20180221
460_01_33147_121360673,81,四川,0818,达州,0.0288,104,3,22,20180221
460_01_33189_122873377,81,四川,028,资阳,0.0,21,0,09,20180221
460_01_33238_223619871,81,四川,0826,广安,0.0435,23,1,10,20180221
460_01_33046_118777888,81,四川,028,成都,0.0,11,0,23,20180221
460_01_33053_245543172,81,四川,028,成都,0.0,6,0,02,20180221
460_01_33088_119593248,81,四川,0817,南充,0.0,38,0,13,20180221
460_01_33091_119869217,81,四川,0817,南充,0.0,8,0,23,20180221
460_01_33124_120636979,81,四川,0831,宜宾,0.0,8,0,17,20180221
460_01_33124_223038001,81,四川,0831,宜宾,0.12,25,1,16,20180221
460_01_33152_121554720,81,四川,0833,乐山,0.0,17,0,22,20180221
460_01_33234_124748832,81,四川,0826,广安,0.0,21,0,15,20180221
460_01_33046_118175519,81,四川,028,成都,0.0,8,0,13,20180221
460_01_33127_120668466,81,四川,0831,宜宾,0.1667,12,2,12,20180221
460_01_33169_122197041,81,四川,0830,泸州,0.0,21,0,19,20180221
460_01_33132_121027890,81,四川,0831,宜宾,0.0,16,0,11,20180221
460_01_33150_121281311,81,四川,0818,达州,0.0875,80,4,18,20180221
460_01_33177_122386207,81,四川,0838,德阳,0.0,42,0,09,20180221
460_01_33189_223328033,81,四川,028,资阳,0.0,26,0,10,20180221
460_01_33192_246313298,81,四川,028,成都,0.0,8,0,16,20180221
460_01_33240_125009695,81,四川,0835,雅安,0.0,49,0,16,20180221
460_01_33247_89121312,81,四川,0825,遂宁,0.0,20,0,16,20180221
460_01_33045_117906720,81,四川,028,成都,0.0,22,0,23,20180221
460_01_33141_121263136,81,四川,0818,达州,0.0,57,0,13,20180221
460_01_33152_121612065,81,四川,0833,乐山,0.0,10,0,19,20180221
460_01_45746_124772384,81,四川,0826,广安,0.0,5,0,19,20180221
460_01_33251_223938593,81,四川,0834,凉山彝族自治州,0.0,5,0,12,20180221
460_01_33088_119616543,81,四川,0817,南充,0.0,43,0,23,20180221
460_01_33147_121329202,81,四川,0818,达州,0.0,20,0,10,20180221
460_01_33151_121516831,81,四川,0833,乐山,0.0,11,0,20,20180221
460_01_33246_125251104,81,四川,0825,遂宁,0.0,24,0,21,20180221
460_01_33250_125456927,81,四川,0834,凉山彝族自治州,0.0476,21,1,00,20180221
460_01_33274_123174449,81,四川,0813,自贡,0.0,9,0,13,20180221
460_01_33128_120806193,81,四川,0831,宜宾,0.0,10,0,21,20180221
460_01_33221_124392992,81,四川,0827,巴中,0.0,38,0,16,20180221
460_01_33275_123188274,81,四川,0813,自贡,0.0,17,0,00,20180221
460_01_33026_117468705,81,四川,028,成都,0.0,13,0,23,20180221
460_01_33098_120046369,81,四川,0817,南充,0.0,6,0,12,20180221
460_01_33152_121690146,81,四川,0833,乐山,0.0,14,0,17,20180221
460_01_33158_121710371,81,四川,0833,乐山,0.0,8,0,21,20180221
460_01_33177_122383136,81,四川,0838,德阳,0.0274,73,2,16,20180221
460_01_33209_123768096,81,四川,0839,广元,0.0,13,0,15,20180221
460_01_33233_223672353,81,四川,0826,广安,0.0,17,0,21,20180221
460_01_33234_223676448,81,四川,0826,广安,0.0238,42,1,23,20180221
460_01_33246_125188128,81,四川,0825,遂宁,0.0,13,0,22,20180221
460_01_33276_123284017,81,四川,0813,自贡,0.0,17,0,16,20180221
460_01_33213_123851807,81,四川,0839,广元,0.0,19,0,13,20180221
460_01_33227_124632608,81,四川,028,眉山,0.0,5,0,22,20180221
460_01_33236_124905504,81,四川,0826,广安,0.0545,55,3,16,20180221
460_01_33238_223637024,81,四川,0826,广安,0.0909,11,1,13,20180221
460_01_33251_125584929,81,四川,0834,凉山彝族自治州,0.0,14,0,01,20180221
460_01_33128_120965937,81,四川,0831,宜宾,0.0,13,0,21,20180221
460_01_33151_121518880,81,四川,0833,乐山,0.1,10,1,22,20180221
460_01_33165_122010931,81,四川,0830,泸州,0.0,21,0,13,20180221
460_01_33179_223304193,81,四川,0838,德阳,0.0,7,0,11,20180221
460_01_33208_123822879,81,四川,0839,广元,0.0667,15,1,17,20180221
